note_id,xsec_token,title,author,like_count,url
6a40f240000000000f01ecf2,ABTmw-8ZITS4aTPh4G-IXP8ywdqBLR8zpTop2C0xeXTHQ=,ClaudeCode 保姆级教程,九号同学,69,https://www.xiaohongshu.com/search_result/6a40f240000000000f01ecf2?xsec_token=ABTmw-8ZITS4aTPh4G-IXP8ywdqBLR8zpTop2C0xeXTHQ=&xsec_source=
6a0c687500000000380218e6,ABg7FQTWJA81gpbMtjp2hdhfM0kurJHJRDd1ADGsXbIsc=,新手必看｜5 分钟看懂 Claude Code,小黑的AI实验室,169,https://www.xiaohongshu.com/search_result/6a0c687500000000380218e6?xsec_token=ABg7FQTWJA81gpbMtjp2hdhfM0kurJHJRDd1ADGsXbIsc=&xsec_source=
6a37ce950000000015025431,ABw-i-rQ6LZQdpfUTQNQuNDYBbOMcZ_4XlI7JGqLm9qd4=,纯干货！手把手教你免费用Claude Code！,我是阿众,11000,https://www.xiaohongshu.com/search_result/6a37ce950000000015025431?xsec_token=ABw-i-rQ6LZQdpfUTQNQuNDYBbOMcZ_4XlI7JGqLm9qd4=&xsec_source=
69e62015000000001f00558d,ABeMVrYp25MK_x2zs-8cDbhye4wYazgnrYjCzFhMUk7vc=,两分钟弄明白Claude和ChatGPT到底有啥区别,AI大事件,55,https://www.xiaohongshu.com/search_result/69e62015000000001f00558d?xsec_token=ABeMVrYp25MK_x2zs-8cDbhye4wYazgnrYjCzFhMUk7vc=&xsec_source=
6a3eb9600000000016026a5e,AB5FV-Ot3d2TpkyjeU_22Brs3aUpQnBtAFgYV6_2TzsMY=,Claude 炒股，夯爆了！！！,干翻AI,3285,https://www.xiaohongshu.com/search_result/6a3eb9600000000016026a5e?xsec_token=AB5FV-Ot3d2TpkyjeU_22Brs3aUpQnBtAFgYV6_2TzsMY=&xsec_source=
69d907d10000000021038630,ABkTHowJfC2801Yn586G8-wkQT_Zjg52GSIntD4O2Lm9M=,Claude Code到底是什么？,AI马丁同学,972,https://www.xiaohongshu.com/search_result/69d907d10000000021038630?xsec_token=ABkTHowJfC2801Yn586G8-wkQT_Zjg52GSIntD4O2Lm9M=&xsec_source=
6a00377f0000000035020d88,ABKpDg8gHFPOVGgLrBwm4MBudAKkRw5gIzV-60-aRnKsI=,Claude怎么买便宜啊啊啊啊啊啊啊啊,冰川冻西瓜🍉,335,https://www.xiaohongshu.com/search_result/6a00377f0000000035020d88?xsec_token=ABKpDg8gHFPOVGgLrBwm4MBudAKkRw5gIzV-60-aRnKsI=&xsec_source=
6a1c176200000000070251bc,AB_mBOqnNVHSbMjg-UodNEJ6rgUglJXWdroHMjjQTtAL8=,科研神器之用Claude做PPT,椰子宇宙线,1252,https://www.xiaohongshu.com/search_result/6a1c176200000000070251bc?xsec_token=AB_mBOqnNVHSbMjg-UodNEJ6rgUglJXWdroHMjjQTtAL8=&xsec_source=
6a44bd10000000001102da25,ABmGjY8SG5EAios5oaGDt0cvclRvrfZUNFvt81FhYx874=,ClaudeScience发布了｜综述类论文已💀📑,挥挥挥挥挥,613,https://www.xiaohongshu.com/search_result/6a44bd10000000001102da25?xsec_token=ABmGjY8SG5EAios5oaGDt0cvclRvrfZUNFvt81FhYx874=&xsec_source=
698ea2ad000000002801da33,AB2EEYDcVHSGoVi5VJ90oKUprNwWnHsW-6WapfXdbKH4E=,纯融资200亿！claude卖的这么贵还要融资,披萨菠萝王,556,https://www.xiaohongshu.com/search_result/698ea2ad000000002801da33?xsec_token=AB2EEYDcVHSGoVi5VJ90oKUprNwWnHsW-6WapfXdbKH4E=&xsec_source=
69d91984000000001f007adc,ABkTHowJfC2801Yn586G8-wqw8Tr5utVGZO99-87dLhcE=,2026年常用的25个AI工具,刘韬Talk,88,https://www.xiaohongshu.com/search_result/69d91984000000001f007adc?xsec_token=ABkTHowJfC2801Yn586G8-wqw8Tr5utVGZO99-87dLhcE=&xsec_source=
69b51f990000000023027fd8,ABtI6059TW2RKc4oxLF-jc_PCqZ8ld-r9-nS1eEUurS1Q=,对各大ai的印象（btw已登陆claude code）,不要上难度,2646,https://www.xiaohongshu.com/search_result/69b51f990000000023027fd8?xsec_token=ABtI6059TW2RKc4oxLF-jc_PCqZ8ld-r9-nS1eEUurS1Q=&xsec_source=
69f31f090000000036031fc8,ABmO9UAtxSN5IQE73e83J0XKlNTBX9HGdUXOGXc1-c9Bg=,Claude4.7已用，太强了【附指令,松松玩AI,244,https://www.xiaohongshu.com/search_result/69f31f090000000036031fc8?xsec_token=ABmO9UAtxSN5IQE73e83J0XKlNTBX9HGdUXOGXc1-c9Bg=&xsec_source=
695d143b0000000022021762,ABIWHKDBmCVtrzDtGSOL7I7sLIScwYjLOZ-ldfv5RIkag=,给AI10万炒股，一个月跑赢大盘,AI星星酱,1069,https://www.xiaohongshu.com/search_result/695d143b0000000022021762?xsec_token=ABIWHKDBmCVtrzDtGSOL7I7sLIScwYjLOZ-ldfv5RIkag=&xsec_source=
6a41ebeb0000000007011070,AB1YsF2XknA9ycUp-36SStCtxcnhRfyJT_VDd100skr30=,200美元一个月，我以前也嫌贵,sudoHG,205,https://www.xiaohongshu.com/search_result/6a41ebeb0000000007011070?xsec_token=AB1YsF2XknA9ycUp-36SStCtxcnhRfyJT_VDd100skr30=&xsec_source=
6a34f6cd000000000e031402,AB4sCp75rfgShU-7X-LOxUewglq5q6p4OBerDnPloc7oA=,3 个案例告诉你Claude Fable 5 到底有多强？,Sherlynheon,269,https://www.xiaohongshu.com/search_result/6a34f6cd000000000e031402?xsec_token=AB4sCp75rfgShU-7X-LOxUewglq5q6p4OBerDnPloc7oA=&xsec_source=
6a44bab40000000016026a82,ABmGjY8SG5EAios5oaGDt0cu1EFh77qgqgwft-tTO4dhc=,请问claude封号潮过去了吗,momo,341,https://www.xiaohongshu.com/search_result/6a44bab40000000016026a82?xsec_token=ABmGjY8SG5EAios5oaGDt0cu1EFh77qgqgwft-tTO4dhc=&xsec_source=
6a4ac2e90000000011011abf,AB_9E3NTrxRTUX116_MaWp1ieNp1CgaJ7-bwb87LyFCmY=,Claude 扫了一晚，200 美元滚到 3582,Mintpop,686,https://www.xiaohongshu.com/search_result/6a4ac2e90000000011011abf?xsec_token=AB_9E3NTrxRTUX116_MaWp1ieNp1CgaJ7-bwb87LyFCmY=&xsec_source=
6a44fab4000000001702e7ac,ABmGjY8SG5EAios5oaGDt0co1MQ-hrKyzTbLs_7wuOCO8=,claude 被封 5 个号总结出来的血泪经验,Rick 在开发,68,https://www.xiaohongshu.com/search_result/6a44fab4000000001702e7ac?xsec_token=ABmGjY8SG5EAios5oaGDt0co1MQ-hrKyzTbLs_7wuOCO8=&xsec_source=
6a49d1f2000000000e021801,ABlkp3KgOEi2XYkpvcp4Y0PFt0kh79X_g8hkREPkrVROs=,🇲🇾Claude 4个爆炸好用的功能 🔥,Marco 聊科技,4,https://www.xiaohongshu.com/search_result/6a49d1f2000000000e021801?xsec_token=ABlkp3KgOEi2XYkpvcp4Y0PFt0kh79X_g8hkREPkrVROs=&xsec_source=
6a47ec00000000000f014cd1,ABc_7FZ-Sp3SqGqdP22hmEv57uPiLZHg2jHM0er9uX8bs=,阿里正面硬刚，宣布封杀Claude,爱吃🍎的西瓜,4,https://www.xiaohongshu.com/search_result/6a47ec00000000000f014cd1?xsec_token=ABc_7FZ-Sp3SqGqdP22hmEv57uPiLZHg2jHM0er9uX8bs=&xsec_source=
6a2d7fb7000000000803e340,ABw3lvtTjeGoAPzVjxubOLO7csfrTy2f8hC0jLKRqkrG0=,Claude不用虚拟卡不用境外卡,YuUu,276,https://www.xiaohongshu.com/search_result/6a2d7fb7000000000803e340?xsec_token=ABw3lvtTjeGoAPzVjxubOLO7csfrTy2f8hC0jLKRqkrG0=&xsec_source=
6a051f8e000000003700d7d8,AB09KdV9Cv7zrLAgK4HLleiVG9yXQzoROxxtZ50LbBcUs=,学Claude Code的都懵了…Codex才是本命？,AI研究员小艾,12,https://www.xiaohongshu.com/search_result/6a051f8e000000003700d7d8?xsec_token=AB09KdV9Cv7zrLAgK4HLleiVG9yXQzoROxxtZ50LbBcUs=&xsec_source=
69ce826f000000002200cc32,ABlQvbBCisQmsDtcpLsBGE85dHrjTFynwYy85qyeJ5STM=,一个月前人人养龙虾，现在却安静了,大西瓜的小木屋,6783,https://www.xiaohongshu.com/search_result/69ce826f000000002200cc32?xsec_token=ABlQvbBCisQmsDtcpLsBGE85dHrjTFynwYy85qyeJ5STM=&xsec_source=
6a421728000000000f006e09,ABfXdD67U9gu7DHgpIgiCUrCwRKccHOJzrumxGSd3xIqg=,🇸🇬IP，Claude账号无故被ban,飞棠送卿,1,https://www.xiaohongshu.com/search_result/6a421728000000000f006e09?xsec_token=ABfXdD67U9gu7DHgpIgiCUrCwRKccHOJzrumxGSd3xIqg=&xsec_source=
6a3d00c1000000001603f7e8,ABsCHAAvCGKcoLn8lcPy1T4nDB3465sM6rbQhrnEtwK8k=,零基础安装Claude code,加零和她AI员工,146,https://www.xiaohongshu.com/search_result/6a3d00c1000000001603f7e8?xsec_token=ABsCHAAvCGKcoLn8lcPy1T4nDB3465sM6rbQhrnEtwK8k=&xsec_source=
6a4bcdcb00000000070246ed,ABQZGHPekp6dvTmZAZpkNYUxLJ5ajf0Bg0bO2mdLjKbYE=,关于claude的最近封号的一点猜测和解法,FlowYH~,52,https://www.xiaohongshu.com/search_result/6a4bcdcb00000000070246ed?xsec_token=ABQZGHPekp6dvTmZAZpkNYUxLJ5ajf0Bg0bO2mdLjKbYE=&xsec_source=
6a0cfad90000000037037849,ABg7FQTWJA81gpbMtjp2hdhShpI_NbRcylnYeZEbEs3aU=,0工作经验｜拿下Anthropic认证 CCAF 🎉,Renna爱学习,47,https://www.xiaohongshu.com/search_result/6a0cfad90000000037037849?xsec_token=ABg7FQTWJA81gpbMtjp2hdhShpI_NbRcylnYeZEbEs3aU=&xsec_source=
6a476ff6000000001700beff,ABc_7FZ-Sp3SqGqdP22hmEv4rU1l468ESsaxGnOYyRohE=,阿里：你不仁我不义🤣,赛博柳叶刀 | Aigc Lancet,154,https://www.xiaohongshu.com/search_result/6a476ff6000000001700beff?xsec_token=ABc_7FZ-Sp3SqGqdP22hmEv4rU1l468ESsaxGnOYyRohE=&xsec_source=
6a2cf526000000000702fa0b,ABlNWgNEiELRERvIBYEFHdUoTQ1S1zZI033Mcz7QVLB-s=,Claude 5刚封神3天，就被美国紧急下架了,赛妹聊AI,9,https://www.xiaohongshu.com/search_result/6a2cf526000000000702fa0b?xsec_token=ABlNWgNEiELRERvIBYEFHdUoTQ1S1zZI033Mcz7QVLB-s=&xsec_source=
690404280000000007001089,ABYTPtN_9Inb6WZPCoNFY9ysqK1cnP7kKyJx8KF3zE26o=,Claude 谁能拒绝免费100刀的会员,苹果薯,98,https://www.xiaohongshu.com/search_result/690404280000000007001089?xsec_token=ABYTPtN_9Inb6WZPCoNFY9ysqK1cnP7kKyJx8KF3zE26o=&xsec_source=
6a4a79350000000011016148,AB_9E3NTrxRTUX116_MaWp1ngpBtxA6Nf-32LEzSJvLiE=,阿里全员禁用Claude Code，一石二鸟,阿进AI大厂观察,22,https://www.xiaohongshu.com/search_result/6a4a79350000000011016148?xsec_token=AB_9E3NTrxRTUX116_MaWp1ngpBtxA6Nf-32LEzSJvLiE=&xsec_source=
6a4b25f9000000001c024133,ABQZGHPekp6dvTmZAZpkNYU2glpGZLhCoVnLdPKpSm8Ms=,Claude长期存活的经验,AgentOPC,146,https://www.xiaohongshu.com/search_result/6a4b25f9000000001c024133?xsec_token=ABQZGHPekp6dvTmZAZpkNYU2glpGZLhCoVnLdPKpSm8Ms=&xsec_source=
6a18d74700000000080027a3,ABBMH-4IOsBojBgWiH2fH4L2HwN0s1BwDtZB1ndWYVPfM=,炸场！Claude Opus 4.8 封神升级,Lanstian,65,https://www.xiaohongshu.com/search_result/6a18d74700000000080027a3?xsec_token=ABBMH-4IOsBojBgWiH2fH4L2HwN0s1BwDtZB1ndWYVPfM=&xsec_source=
6a477ec4000000002200b4b0,ABc_7FZ-Sp3SqGqdP22hmEv5Mnn-TQedKQjeQuCcLVvjs=,突发！阿里全面禁用Claude，7月10日起全员,有方AI实验室,9,https://www.xiaohongshu.com/search_result/6a477ec4000000002200b4b0?xsec_token=ABc_7FZ-Sp3SqGqdP22hmEv5Mnn-TQedKQjeQuCcLVvjs=&xsec_source=
