note_id,title,author,like_count,url,xsec_token
69f055170000000023006b31,DeepSeek-V4-Pro API 优惠期延长,DeepSeek,5526,https://www.xiaohongshu.com/search_result/69f055170000000023006b31?xsec_token=ABGh9fKlf6rz6XAXyqjGDrQ1EYGi2emaXJGw1cQG8oPFk=&xsec_source=,ABGh9fKlf6rz6XAXyqjGDrQ1EYGi2emaXJGw1cQG8oPFk=
6a3d3338000000000603375d,DeepSeek 寻找闪亮发光的你,DeepSeek,11000,https://www.xiaohongshu.com/search_result/6a3d3338000000000603375d?xsec_token=ABsCHAAvCGKcoLn8lcPy1T4l3AVEVpOoLYpUQS82lwxvo=&xsec_source=,ABsCHAAvCGKcoLn8lcPy1T4l3AVEVpOoLYpUQS82lwxvo=
68a0a154000000001b023bcc,一图读懂五大ai产品的区别,Sunny的体制AI笔记,1025,https://www.xiaohongshu.com/search_result/68a0a154000000001b023bcc?xsec_token=ABDxRGTTHh2c01WFfv9mXZB6JTcE04aUN-NMpL4eodqzA=&xsec_source=,ABDxRGTTHh2c01WFfv9mXZB6JTcE04aUN-NMpL4eodqzA=
6981d7f60000000028021787,国产AI大比拼，你最爱用哪个？,Heikepai,3070,https://www.xiaohongshu.com/search_result/6981d7f60000000028021787?xsec_token=AB5tio8N68qONIu3Cx_SW8fMiC_B8Pd-b9OjWNeRZwWDA=&xsec_source=,AB5tio8N68qONIu3Cx_SW8fMiC_B8Pd-b9OjWNeRZwWDA=
6a19563c000000003601a7a6,谁家最好用？,彼岩AI-多模型AI工作台,110,https://www.xiaohongshu.com/search_result/6a19563c000000003601a7a6?xsec_token=AB4K9TE_cNq82d4LBfoqkAr1raUjx5lQhpg0WiVoi-924=&xsec_source=,AB4K9TE_cNq82d4LBfoqkAr1raUjx5lQhpg0WiVoi-924=
6a25529e000000002100be9e,2026大模型格局大洗牌！谁是你心中的最强,微凉1mk,15,https://www.xiaohongshu.com/search_result/6a25529e000000002100be9e?xsec_token=AB6KXwkRsH1k7eIgRsPaTYyw_PP0zlDlRjEL4hDGYZcEM=&xsec_source=,AB6KXwkRsH1k7eIgRsPaTYyw_PP0zlDlRjEL4hDGYZcEM=
6a362d7d0000000021021b80,DeepSeek 都这么强了，ChatGPT 还值得买吗？,重启自己这件事,14,https://www.xiaohongshu.com/search_result/6a362d7d0000000021021b80?xsec_token=ABQVxekixr86lc7JXXlxJmlY0D7uZ6lnUbVJHtjjhOjDE=&xsec_source=,ABQVxekixr86lc7JXXlxJmlY0D7uZ6lnUbVJHtjjhOjDE=
6a300823000000002003814a,AI折腾记录 | 给Codex接上DeepSeek的全过程,设计狗铁蛋,1432,https://www.xiaohongshu.com/search_result/6a300823000000002003814a?xsec_token=ABwv0w7LykDpu3Mak8PfR4CUJe-dFoFNw6-ZE4yWpONX4=&xsec_source=,ABwv0w7LykDpu3Mak8PfR4CUJe-dFoFNw6-ZE4yWpONX4=
6a27789b000000001700a541,不同 ai 生成一页知识内容对比,旅人,40,https://www.xiaohongshu.com/search_result/6a27789b000000001700a541?xsec_token=ABM837ObELYC4cQLlOhebl6SAdmElYuDdhAEPcdczlyCQ=&xsec_source=,ABM837ObELYC4cQLlOhebl6SAdmElYuDdhAEPcdczlyCQ=
69eb01830000000013030801,Deepseek适合直接买官方api么,Rambos,349,https://www.xiaohongshu.com/search_result/69eb01830000000013030801?xsec_token=AB0OGoF024GcsMdR7zpv_qql1-57-2F0hvD3iMkpZkix8=&xsec_source=,AB0OGoF024GcsMdR7zpv_qql1-57-2F0hvD3iMkpZkix8=
6a2fb741000000000f028522,3分钟搞定Codex+DeepSeek（小白入门）,鲤哥builder,6741,https://www.xiaohongshu.com/search_result/6a2fb741000000000f028522?xsec_token=ABQWq5yV-pUk9IO6Ml6KxeSqG3L_XOKmW2XaYMT3eMH3g=&xsec_source=,ABQWq5yV-pUk9IO6Ml6KxeSqG3L_XOKmW2XaYMT3eMH3g=
69d60ee50000000021010fee,DeepSeek 突然更新，付费会员要来了？,爱范儿,62,https://www.xiaohongshu.com/search_result/69d60ee50000000021010fee?xsec_token=ABqzo2EhBv-UI0FdD7BQ3ux25sVGPf3ALcbdb0Fx79qUg=&xsec_source=,ABqzo2EhBv-UI0FdD7BQ3ux25sVGPf3ALcbdb0Fx79qUg=
6a06776e0000000038034aff,DeepSeek 为什么没有像 Codex 一样的agent,AI新时代,10,https://www.xiaohongshu.com/search_result/6a06776e0000000038034aff?xsec_token=ABqcX8XsX5eACD0gd9SNRx1a0-Hmv0jnEPDC4zu9AC4fk=&xsec_source=,ABqcX8XsX5eACD0gd9SNRx1a0-Hmv0jnEPDC4zu9AC4fk=
67a5c87b000000002903ef31,Deepseek和chatgpt 对比,菜鸟不是🐦,11,https://www.xiaohongshu.com/search_result/67a5c87b000000002903ef31?xsec_token=AByJSxiSC5CWy5l61oJV64DdH1zUuCylXfWyh47ig9kis=&xsec_source=,AByJSxiSC5CWy5l61oJV64DdH1zUuCylXfWyh47ig9kis=
69fab60e000000001f00763a,豆包收费后，我重新看懂了DeepSeek V4,Daniel AI Notes,59,https://www.xiaohongshu.com/search_result/69fab60e000000001f00763a?xsec_token=ABLv7ICLrvNMcQtYFKRydsPu-45oD66a00oesDJuh3Ttc=&xsec_source=,ABLv7ICLrvNMcQtYFKRydsPu-45oD66a00oesDJuh3Ttc=
683f0a2300000000120022e4,解决生产力,科技赋能工作,38,https://www.xiaohongshu.com/search_result/683f0a2300000000120022e4?xsec_token=AB6DSkgGLOffLuzAj2Bud8cY-9AvB04F3FSgGX8Q7p1hI=&xsec_source=,AB6DSkgGLOffLuzAj2Bud8cY-9AvB04F3FSgGX8Q7p1hI=
6a453c980000000015027aad,为什么感觉deepseek没有豆包好用？,ideal,1,https://www.xiaohongshu.com/search_result/6a453c980000000015027aad?xsec_token=AB4DUM7YxsT2jIc7S9olLWHhXjAbzZLlSLd4KsJgmUPPU=&xsec_source=,AB4DUM7YxsT2jIc7S9olLWHhXjAbzZLlSLd4KsJgmUPPU=
67c4066e000000000900f59a,如何将 Deepseek接入office和WPS！,趣共享资源,413,https://www.xiaohongshu.com/search_result/67c4066e000000000900f59a?xsec_token=ABZ5cDj2ekBLG6mSrvBllrFevG__mhrzVi8fLe590Wz8o=&xsec_source=,ABZ5cDj2ekBLG6mSrvBllrFevG__mhrzVi8fLe590Wz8o=
69e610af0000000023013fd5,35个DeepSeek实用入门指令大全来啦！！,小快尔ai,179,https://www.xiaohongshu.com/search_result/69e610af0000000023013fd5?xsec_token=ABeMVrYp25MK_x2zs-8cDbh_-Vd2DI1gbsjUV1l4neGq8=&xsec_source=,ABeMVrYp25MK_x2zs-8cDbh_-Vd2DI1gbsjUV1l4neGq8=
67e2517e0000000007035aa5,使用DeepSeek出图并修改！,海盐贝贝小屋,16,https://www.xiaohongshu.com/search_result/67e2517e0000000007035aa5?xsec_token=ABpDK80KKq0wYObWPRAahzoHj5O0QC6nAwitUBNh5sVR0=&xsec_source=,ABpDK80KKq0wYObWPRAahzoHj5O0QC6nAwitUBNh5sVR0=
6a3cf517000000001503ee92,‼️ 不要把DeepSeek接进Codex，真的,他们叫我小仙,145,https://www.xiaohongshu.com/search_result/6a3cf517000000001503ee92?xsec_token=ABdrNoaizMKsPAFsOTvIkGGIKaNZ2DmaofeQ986psQWyc=&xsec_source=,ABdrNoaizMKsPAFsOTvIkGGIKaNZ2DmaofeQ986psQWyc=
69a98c16000000001a033ebe,2026年用AI的体感真的变了,丽雅AI实战,1102,https://www.xiaohongshu.com/search_result/69a98c16000000001a033ebe?xsec_token=ABbZC4zKlh8xGgD6d_sxqqtHBYU_CIYv7RwTC9T20Uwv8=&xsec_source=,ABbZC4zKlh8xGgD6d_sxqqtHBYU_CIYv7RwTC9T20Uwv8=
67cc0e81000000000903aa92,两款国产ai的创始人和功能区别,小鱼陪你唠数码,214,https://www.xiaohongshu.com/search_result/67cc0e81000000000903aa92?xsec_token=ABBaZsnoL1w_j3ZhU6-n3WbdXLIsDPz_yYvbFlPnXi3T4=&xsec_source=,ABBaZsnoL1w_j3ZhU6-n3WbdXLIsDPz_yYvbFlPnXi3T4=
686fa816000000001d00e75e,第一次用Deepseek写小说， 过🍅了！,北航航学姐,2003,https://www.xiaohongshu.com/search_result/686fa816000000001d00e75e?xsec_token=ABJdwUljCxSM05707jaSovTnnHyXNNXL_VoMbAzU4ZAnw=&xsec_source=,ABJdwUljCxSM05707jaSovTnnHyXNNXL_VoMbAzU4ZAnw=
6a432d1f000000001101aa41,DeepSeek 昨晚有一个好消息和一个坏消息。,我的AI世界,27,https://www.xiaohongshu.com/search_result/6a432d1f000000001101aa41?xsec_token=ABUrNz4dGns6-tqWROkMGASLf0Yeo79fJrhaVFdSnzWBY=&xsec_source=,ABUrNz4dGns6-tqWROkMGASLf0Yeo79fJrhaVFdSnzWBY=
69eae7450000000022025cac,王者归来，DeepSeek-V4 正式发布🔥,库森说AI,207,https://www.xiaohongshu.com/search_result/69eae7450000000022025cac?xsec_token=ABVHNQaBnatUXHsYPZYWzd-2ffm2hy7RWaj0l5xNRv4P0=&xsec_source=,ABVHNQaBnatUXHsYPZYWzd-2ffm2hy7RWaj0l5xNRv4P0=
6a4b84350000000022019560,你认为国内外哪个AI模型最好用？,丹哥评测,2,https://www.xiaohongshu.com/search_result/6a4b84350000000022019560?xsec_token=ABQZGHPekp6dvTmZAZpkNYU0vjpsSvLGDYvFDYjZ6yZ-k=&xsec_source=,ABQZGHPekp6dvTmZAZpkNYU0vjpsSvLGDYvFDYjZ6yZ-k=
6a1ba0cd000000003700c865,都2026年6月了，还有人说deepseek不好用？,小丑鱼不丑吧,57,https://www.xiaohongshu.com/search_result/6a1ba0cd000000003700c865?xsec_token=ABxEuKn2omApukmk3lnC1-cixf3rO_xI_k7qNbkDnZaeQ=&xsec_source=,ABxEuKn2omApukmk3lnC1-cixf3rO_xI_k7qNbkDnZaeQ=
6a44035e000000000e038400,和各家AI套餐相比，DeepSeek 还能打吗？,CU北纬行者,90,https://www.xiaohongshu.com/search_result/6a44035e000000000e038400?xsec_token=ABmGjY8SG5EAios5oaGDt0cp9c5aCSq6OEnuNwPLFEg7w=&xsec_source=,ABmGjY8SG5EAios5oaGDt0cp9c5aCSq6OEnuNwPLFEg7w=
6a4486d4000000000f005ffa,DeepSeek V4 接入Codex最全教程🔥,老A的AI研究所,86,https://www.xiaohongshu.com/search_result/6a4486d4000000000f005ffa?xsec_token=ABmGjY8SG5EAios5oaGDt0cgON7UYYOHy7RbLrKDUbjkg=&xsec_source=,ABmGjY8SG5EAios5oaGDt0cgON7UYYOHy7RbLrKDUbjkg=
687de629000000000d01a6f5,尽快学会用 DeepSeek 搭建个人智能体,不许你丸,6,https://www.xiaohongshu.com/search_result/687de629000000000d01a6f5?xsec_token=ABUnfeBs7P1lLwdZGpYuZv50seJkGTqOzWAvS99m-3pu4=&xsec_source=,ABUnfeBs7P1lLwdZGpYuZv50seJkGTqOzWAvS99m-3pu4=
69ff0d22000000001f0069b8,整理好的DeepSeek的65个超绝指令,阿嘻的ai日记,57,https://www.xiaohongshu.com/search_result/69ff0d22000000001f0069b8?xsec_token=ABTZu5VDeUW8W7hfI7cAxPYbuWu0RoOB0mcMUfxcXzNEI=&xsec_source=,ABTZu5VDeUW8W7hfI7cAxPYbuWu0RoOB0mcMUfxcXzNEI=
68a720f7000000001b01f905,DeepSeek V3.1 打造最便宜的 Claude Code,未来开发者 nettee,218,https://www.xiaohongshu.com/search_result/68a720f7000000001b01f905?xsec_token=ABUfWnGnysjrDCEKm2ozXhbfdE1Hil81dMl3Mq3IdZ7uA=&xsec_source=,ABUfWnGnysjrDCEKm2ozXhbfdE1Hil81dMl3Mq3IdZ7uA=
